age,gender,occupation,donation_frequency,donation_start_date,is_credit_card,amount,is_instant_pay,is_email_verified,is_address_verified,sign_up_date,sign_up_channel,is_cancel
31,Male,Construction,Monthly,16/02/2019,1,40,0,1,1,2/02/2019,Street,0
23,Male,Labourer,Monthly,1/03/2019,1,25,0,1,1,2/02/2019,Street,0
24,Female,Retail,Monthly,1/03/2019,1,25,0,1,1,4/02/2019,Street,0
80,Female,Other,Monthly,21/02/2019,1,25,0,1,1,4/02/2019,Door to Door,0
23,Male,Construction,Monthly,16/02/2019,1,30,0,1,1,4/02/2019,Street,0
42,Female,General Clerical Workers,Monthly,15/02/2019,1,25,0,1,1,4/02/2019,Mall,0
40,Male,Business Owner,Monthly,21/02/2019,1,25,0,1,1,4/02/2019,Door to Door,0
23,Male,Construction,Monthly,1/03/2019,1,40,0,1,1,4/02/2019,Street,0
44,Male,Other Labourers,Monthly,15/02/2019,1,35,0,1,1,4/02/2019,Street,0
26,Male,Other,Monthly,15/02/2019,1,25,0,1,1,4/02/2019,Mall,0
46,Female,Manager,Monthly,21/02/2019,1,20,0,1,1,4/02/2019,Door to Door,0
32,Male,Construction Worker,Monthly,21/02/2019,1,25,0,1,1,4/02/2019,Door to Door,0
23,Male,Construction,Monthly,16/02/2019,1,25,0,1,1,4/02/2019,Mall,0
35,Male,Finance Worker,Monthly,21/02/2019,1,25,0,1,1,4/02/2019,Door to Door,0
60,Female,Social Worker,Monthly,21/02/2019,1,25,0,1,1,4/02/2019,Door to Door,0
32,Female,Health Professionals,Monthly,15/02/2019,1,25,0,1,1,4/02/2019,Mall,0
32,Male,Consultant,Monthly,16/02/2019,1,30,0,1,1,4/02/2019,Mall,1
32,Female,Hospitality Workers,Monthly,15/02/2019,1,25,0,1,1,4/02/2019,Mall,1
82,Female,Other,Monthly,21/02/2019,1,10,0,1,1,4/02/2019,Door to Door,1
33,Male,Self Employment,Monthly,16/03/2019,1,30,0,1,1,5/02/2019,Street,0
45,Female,Consultant,Monthly,1/03/2019,1,25,0,1,1,5/02/2019,Mall,0
75,Female,Self Employment,Monthly,16/02/2019,1,30,0,1,1,5/02/2019,Mall,0
41,Female,Banking & Finance,Monthly,16/02/2019,1,25,0,1,1,5/02/2019,Mall,0
67,Female,Other,Monthly,21/02/2019,1,25,0,1,1,5/02/2019,Door to Door,0
34,Female,ICT Professionals,Monthly,15/02/2019,1,25,0,1,1,5/02/2019,Mall,0
67,Female,Accountant,Monthly,21/02/2019,1,25,0,1,1,5/02/2019,Door to Door,0
31,Male,Other Labourers,Monthly,15/02/2019,1,25,0,1,1,5/02/2019,Mall,0
31,Male,Electrician,Monthly,1/03/2019,1,25,0,1,1,5/02/2019,Door to Door,0
39,Female,Other,Monthly,21/02/2019,1,30,0,1,1,5/02/2019,Door to Door,0
50,Female,Science & Technology,Monthly,16/02/2019,1,40,0,1,1,5/02/2019,Door to Door,0
30,Male,Teacher,Monthly,17/03/2019,1,30,0,1,1,5/02/2019,Street,0
38,Female,Other,Monthly,16/02/2019,1,25,0,1,1,5/02/2019,Mall,0
25,Female,Other,Monthly,16/02/2019,1,30,0,1,1,5/02/2019,Mall,0
46,Female,Self Employment,Monthly,16/02/2019,1,30,0,1,1,5/02/2019,Door to Door,0
39,Male,Labourer,Monthly,16/02/2019,1,35,0,1,1,5/02/2019,Mall,0
48,Female,Self Employment,Monthly,16/02/2019,1,25,0,1,1,5/02/2019,Door to Door,0
49,Female,Business analyst,Monthly,1/03/2019,1,25,0,1,1,5/02/2019,Door to Door,0
35,Female,Retail assistant,Monthly,1/03/2019,1,25,0,1,1,5/02/2019,Door to Door,0
51,Male,IT Professional,Monthly,21/02/2019,1,30,0,1,1,5/02/2019,Door to Door,0
65,Male,Health Professional,Monthly,21/02/2019,1,25,0,1,1,5/02/2019,Door to Door,0
31,Female,Carer,Monthly,21/02/2019,1,25,0,1,1,5/02/2019,Door to Door,0
62,Female,Other,Monthly,21/02/2019,1,30,0,1,1,5/02/2019,Door to Door,0
35,Female,Accountant,Monthly,21/02/2019,1,25,0,1,1,5/02/2019,Door to Door,0
47,Female,Carer,Monthly,21/02/2019,0,25,0,1,1,5/02/2019,Door to Door,0
29,Male,Other,Monthly,15/02/2019,0,25,0,1,1,5/02/2019,Mall,1
26,Male,Construction Worker,Monthly,21/02/2019,1,25,0,1,1,5/02/2019,Door to Door,1
47,Female,Health Professionals,Monthly,1/03/2019,1,30,0,1,1,5/02/2019,Mall,1
24,Female,Retail,Monthly,16/03/2019,1,25,0,1,1,6/02/2019,Street,0
43,Male,Construction,Monthly,16/02/2019,1,35,0,1,1,6/02/2019,Mall,0
44,Female,Legal Professional,Monthly,21/02/2019,1,40,0,1,1,6/02/2019,Door to Door,0
64,Female,Accountant,Monthly,21/02/2019,1,25,0,1,1,6/02/2019,Door to Door,0
86,Female,Other,Monthly,21/02/2019,1,25,0,1,1,6/02/2019,Door to Door,0
35,Male,Other Labourers,Monthly,15/02/2019,1,40,0,0,1,6/02/2019,Mall,0
24,Male,Management,Monthly,1/03/2019,1,25,0,1,1,6/02/2019,Street,0
28,Male,Labourer,Monthly,16/02/2019,1,25,0,1,1,6/02/2019,Mall,0
73,Female,Other,Monthly,21/02/2019,1,25,0,1,1,6/02/2019,Door to Door,0
77,Female,Accountant,Monthly,7/03/2019,1,25,0,1,1,6/02/2019,Door to Door,0
41,Female,Accountant,Monthly,21/02/2019,1,25,0,1,1,6/02/2019,Door to Door,0
26,Male,Labourer,Monthly,16/02/2019,1,30,0,1,1,6/02/2019,Mall,0
55,Male,Other,Monthly,21/02/2019,1,30,0,1,1,6/02/2019,Door to Door,0
69,Male,Accountant,Monthly,21/02/2019,1,25,0,1,1,6/02/2019,Door to Door,0
64,Male,Engineer,Monthly,21/02/2019,1,15,0,1,1,6/02/2019,Door to Door,0
35,Male,Labourer,Monthly,16/02/2019,1,35,0,1,1,6/02/2019,Mall,0
89,Female,Other,Monthly,21/02/2019,1,25,0,0,1,6/02/2019,Door to Door,0
55,Male,Management,Monthly,16/02/2019,1,30,0,1,1,6/02/2019,Mall,0
27,Female,Other,Monthly,15/02/2019,1,25,0,1,1,6/02/2019,Mall,0
38,Male,Other,Monthly,15/02/2019,0,25,0,1,1,6/02/2019,Mall,0
24,Male,Construction,Monthly,16/05/2019,1,35,0,1,1,6/02/2019,Mall,1
49,Male,Labourer,Monthly,16/03/2019,1,30,0,1,1,7/02/2019,Street,0
33,Female,Accountant,Monthly,21/02/2019,1,25,0,1,1,7/02/2019,Door to Door,0
73,Female,Other,Monthly,21/02/2019,1,30,0,1,1,7/02/2019,Door to Door,0
40,Male,Engineer,Monthly,21/02/2019,1,50,0,1,1,7/02/2019,Door to Door,0
28,Male,Hospitality / Chef,Monthly,1/03/2019,1,30,0,1,1,7/02/2019,Street,0
36,Female,Banking & Finance,Monthly,16/02/2019,1,25,0,1,1,7/02/2019,Mall,0
23,Female,Retail,Monthly,16/03/2019,1,25,0,1,1,7/02/2019,Street,0
39,Female,Other,Monthly,16/02/2019,1,25,0,1,1,7/02/2019,Mall,0
42,Female,Carer,Monthly,21/02/2019,1,25,0,1,1,7/02/2019,Door to Door,0
45,Female,Accounting,Monthly,16/03/2019,1,40,0,1,1,7/02/2019,Door to Door,0
43,Female,Other,Monthly,16/02/2019,1,25,0,1,1,7/02/2019,Mall,0
54,Female,Baker,Monthly,21/02/2019,1,25,0,1,1,7/02/2019,Door to Door,0
49,Female,Self Employment,Monthly,16/02/2019,1,30,0,1,1,7/02/2019,Door to Door,0
70,Male,Accountant,Monthly,21/02/2019,1,25,0,1,1,7/02/2019,Door to Door,0
27,Male,Other Labourers,Monthly,15/02/2019,1,25,0,1,1,7/02/2019,Mall,0
23,Male,Storeman,Monthly,16/02/2019,1,25,0,1,1,7/02/2019,Mall,1
43,Female,Other,Monthly,16/02/2019,1,35,0,1,1,7/02/2019,Mall,1
35,Female,Sales & Marketing,Monthly,1/03/2019,1,30,0,1,1,8/02/2019,Street,0
50,Female,Health Professionals,Monthly,15/02/2019,1,40,0,1,1,8/02/2019,Mall,0
61,Female,Other,Monthly,16/02/2019,1,25,0,1,1,8/02/2019,Mall,0
33,Female,Self Employment,Monthly,16/02/2019,1,30,0,1,1,8/02/2019,Mall,0
45,Female,Health Professionals,Monthly,15/02/2019,1,40,0,1,1,8/02/2019,Mall,0
40,Female,Hospitality Worker,Monthly,21/02/2019,1,25,0,1,1,8/02/2019,Door to Door,0
73,Female,Other,Monthly,21/02/2019,1,25,0,1,1,8/02/2019,Door to Door,0
32,Male,Other,Monthly,15/02/2019,1,25,0,1,1,8/02/2019,Mall,0
40,Female,Accountant,Monthly,21/02/2019,1,38,0,1,1,8/02/2019,Door to Door,0
38,Female,Accountant,Monthly,21/02/2019,1,25,0,1,1,8/02/2019,Door to Door,0
43,Male,IT Professional,Monthly,21/02/2019,1,30,0,1,1,8/02/2019,Door to Door,0
37,Male,Other Labourers,Monthly,15/02/2019,1,25,0,1,1,8/02/2019,Mall,0
24,Female,retail,Monthly,20/02/2019,1,30,0,0,1,8/02/2019,Street,1
40,Male,Finance Worker,Monthly,21/02/2019,1,25,0,1,1,8/02/2019,Door to Door,1
39,Female,Health Professional,Monthly,21/02/2019,1,25,0,1,1,8/02/2019,Door to Door,1
34,Male,Management,Monthly,16/02/2019,1,35,0,1,1,8/02/2019,Mall,1
77,Female,Other,Monthly,21/02/2019,1,40,0,1,1,8/02/2019,Door to Door,1
33,Male,Other Labourers,Monthly,15/02/2019,1,40,0,1,1,8/02/2019,Mall,1
21,Female,Retail,Monthly,1/03/2019,1,30,0,1,1,9/02/2019,Street,0
27,Male,Construction,Monthly,16/02/2019,1,35,0,1,1,9/02/2019,Mall,0
20,Female,Hospitality / Chef,Monthly,16/03/2019,1,25,0,1,1,9/02/2019,Street,0
35,Male,Construction,Monthly,16/02/2019,1,35,0,1,1,9/02/2019,Mall,1
22,Female,Hospitality / Chef,Monthly,16/03/2019,1,25,0,1,1,11/02/2019,Street,0
33,Female,Chef,Monthly,21/02/2019,1,25,0,1,1,11/02/2019,Door to Door,0
70,Female,Accountant,Monthly,21/02/2019,1,25,0,1,1,11/02/2019,Door to Door,0
54,Female,Other,Monthly,21/02/2019,1,25,0,1,1,11/02/2019,Door to Door,0
63,Female,Chef,Monthly,21/02/2019,1,30,0,1,1,11/02/2019,Door to Door,0
68,Male,Other,Monthly,21/02/2019,1,30,0,1,1,11/02/2019,Door to Door,0
26,Female,Health Professional,Monthly,21/02/2019,1,25,0,1,1,11/02/2019,Door to Door,0
45,Male,IT Professional,Monthly,21/02/2019,1,30,0,1,1,11/02/2019,Door to Door,0
34,Female,Manager,Monthly,21/02/2019,1,25,0,1,1,11/02/2019,Door to Door,0
31,Female,Carer,Monthly,21/02/2019,0,25,0,1,1,11/02/2019,Door to Door,1
27,Male,Labourer,Monthly,1/03/2019,1,30,0,1,1,11/02/2019,Street,1
38,Female,Legal,Monthly,16/05/2019,0,40,0,1,1,11/02/2019,Door to Door,1
41,Female,IT & T,Monthly,1/03/2019,1,35,0,1,1,11/02/2019,Street,1
51,Male,Other,Monthly,21/02/2019,1,25,0,1,1,11/02/2019,Door to Door,1
75,Female,Other,Monthly,21/02/2019,1,25,0,1,1,12/02/2019,Door to Door,0
30,Male,IT Professional,Monthly,21/02/2019,1,25,0,1,1,12/02/2019,Door to Door,0
54,Male,Construction Worker,Monthly,21/02/2019,1,25,0,1,1,12/02/2019,Door to Door,0
38,Female,Hospitality Worker,Monthly,21/02/2019,0,25,0,1,1,12/02/2019,Door to Door,0
32,Male,Construction Worker,Monthly,21/02/2019,1,50,0,1,1,12/02/2019,Door to Door,0
43,Male,Hospitality / Chef,Monthly,16/03/2019,1,30,0,1,1,12/02/2019,Street,0
29,Male,Retail,Monthly,16/03/2019,1,30,0,1,1,12/02/2019,Street,0
28,Male,Other,Monthly,1/03/2019,1,35,0,1,1,12/02/2019,Street,0
32,Female,Health Professionals,Monthly,1/03/2019,1,40,0,1,1,12/02/2019,Mall,0
40,Male,Community & Sport,Monthly,1/03/2019,1,35,0,1,1,12/02/2019,Door to Door,0
32,Female,Working partner,Monthly,20/03/2019,1,25,0,1,1,12/02/2019,Door to Door,0
38,Male,Accountant,Monthly,21/02/2019,1,30,0,1,1,12/02/2019,Door to Door,0
42,Male,Machine Operator,Monthly,21/02/2019,1,40,0,1,1,12/02/2019,Door to Door,0
54,Female,Accounting,Monthly,1/03/2019,1,33,0,1,1,12/02/2019,Door to Door,0
34,Male,Manager,Monthly,1/03/2019,1,1,0,0,1,12/02/2019,Street,1
27,Male,Construction,Monthly,1/03/2019,1,35,0,1,1,12/02/2019,Street,1
46,Male,Butcher,Monthly,21/02/2019,1,25,0,1,1,12/02/2019,Door to Door,1
25,Male,Retail,Monthly,1/03/2019,1,30,0,1,1,12/02/2019,Street,1
24,Male,Hospitality / Chef,Monthly,1/03/2019,1,39,0,1,1,12/02/2019,Mall,1
24,Male,Construction,Monthly,1/03/2019,1,39,0,1,1,13/02/2019,Mall,0
32,Male,Retail,Monthly,1/03/2019,1,30,0,1,1,13/02/2019,Street,0
55,Female,Business Owner,Monthly,21/02/2019,1,38,0,1,1,13/02/2019,Door to Door,0
60,Male,Sales Representative,Monthly,21/02/2019,1,25,0,1,1,13/02/2019,Door to Door,0
62,Male,Other,Monthly,21/02/2019,1,25,0,1,1,13/02/2019,Door to Door,0
44,Female,Business Owner,Monthly,21/02/2019,1,30,0,1,1,13/02/2019,Door to Door,0
44,Female,Other,Monthly,1/03/2019,1,40,0,1,1,13/02/2019,Mall,0
62,Female,Self Employment,Monthly,16/03/2019,1,40,0,1,1,13/02/2019,Street,0
46,Male,Business Owner,Monthly,21/02/2019,1,25,0,1,1,13/02/2019,Door to Door,0
42,Male,Hospitality Workers,Monthly,1/03/2019,1,35,0,1,1,13/02/2019,Mall,0
44,Female,Cleaner,Monthly,21/02/2019,1,15,0,1,1,13/02/2019,Door to Door,0
47,Male,Management,Monthly,1/03/2019,1,30,0,1,1,13/02/2019,Door to Door,0
44,Female,Accountant,Monthly,21/02/2019,1,25,0,1,1,13/02/2019,Door to Door,0
58,Female,Sales Representative,Monthly,21/03/2019,1,30,0,1,1,13/02/2019,Door to Door,0
56,Female,Arts Professional,Monthly,2/05/2019,1,25,0,1,1,13/02/2019,Door to Door,1
64,Male,Accountant,Monthly,21/02/2019,1,25,0,1,1,13/02/2019,Door to Door,1
38,Female,Other Labourers,Monthly,1/03/2019,1,40,0,1,1,13/02/2019,Mall,1
34,Female,Other,Monthly,21/02/2019,1,25,0,1,1,13/02/2019,Door to Door,1
28,Female,Retail,Monthly,1/03/2019,1,25,0,1,1,14/02/2019,Street,0
28,Female,Hospitality / Chef,Monthly,1/03/2019,1,30,0,1,1,14/02/2019,Street,0
88,Female,Other,Monthly,21/02/2019,1,25,0,1,1,14/02/2019,Door to Door,0
27,Male,Other Labourers,Monthly,1/03/2019,1,25,0,1,1,14/02/2019,Mall,0
68,Female,Other,Monthly,21/02/2019,1,25,0,1,1,14/02/2019,Door to Door,0
50,Male,Other,Monthly,21/02/2019,1,25,0,1,1,14/02/2019,Door to Door,0
34,Male,Storepersons,Monthly,1/03/2019,1,20,0,1,1,14/02/2019,Door to Door,0
27,Female,Other,Monthly,1/03/2019,1,25,0,1,1,14/02/2019,Door to Door,0
26,Female,Health Professionals,Monthly,1/03/2019,1,25,0,1,1,14/02/2019,Street,0
74,Female,Other,Monthly,21/02/2019,1,30,0,1,1,14/02/2019,Door to Door,0
36,Male,Other,Monthly,1/03/2019,1,40,0,1,1,14/02/2019,Mall,0
54,Male,Self Employment,Monthly,1/03/2019,1,35,0,1,1,14/02/2019,Door to Door,0
25,Male,Construction,Monthly,1/03/2019,1,30,0,1,1,14/02/2019,Street,0
42,Female,Hospitality Worker,Monthly,21/02/2019,1,25,0,1,1,14/02/2019,Door to Door,0
38,Female,Accountant,Monthly,21/02/2019,1,25,0,1,1,14/02/2019,Door to Door,0
56,Female,Other,Monthly,21/02/2019,1,25,0,1,1,14/02/2019,Door to Door,0
41,Female,Other,Monthly,21/02/2019,1,38,0,1,1,14/02/2019,Door to Door,0
40,Female,Other Labourers,Monthly,1/03/2019,1,35,0,1,1,14/02/2019,Mall,0
64,Male,Business Owner,Monthly,21/02/2019,1,40,0,1,1,14/02/2019,Door to Door,0
50,Female,Sales & Marketing,Monthly,1/03/2019,1,35,0,1,1,14/02/2019,Door to Door,0
53,Male,Manager,Monthly,21/02/2019,1,25,0,1,1,14/02/2019,Door to Door,0
29,Female,Other,Monthly,21/02/2019,1,25,0,1,1,14/02/2019,Door to Door,0
39,Male,Other Labourers,Monthly,1/03/2019,1,25,0,1,1,14/02/2019,Mall,0
28,Male,Other,Monthly,1/03/2019,1,25,0,1,1,14/02/2019,Street,1
64,Female,Health Professionals,Monthly,1/03/2019,1,40,0,1,1,14/02/2019,Mall,1
40,Female,Other,Monthly,1/03/2019,1,40,0,1,1,14/02/2019,Mall,1
23,Male,Call Centre / Customer Service,Monthly,16/03/2019,1,30,0,1,1,15/02/2019,Street,0
36,Female,Manager,Monthly,21/02/2019,1,25,0,1,1,15/02/2019,Door to Door,0
33,Male,Sales & Marketing,Monthly,1/03/2019,1,39,0,1,1,15/02/2019,Mall,0
25,Male,Rigger,Monthly,1/04/2019,1,30,0,1,1,15/02/2019,Door to Door,0
26,Female,Labourer,Monthly,1/03/2019,1,25,0,1,1,15/02/2019,Street,0
29,Female,Other,Monthly,21/02/2019,1,25,0,1,1,15/02/2019,Door to Door,0
73,Female,Other,Monthly,1/03/2019,1,25,0,1,1,15/02/2019,Mall,0
58,Female,Self Employment,Monthly,1/03/2019,1,30,0,1,1,15/02/2019,Door to Door,0
41,Male,IT Professional,Monthly,21/02/2019,1,25,0,1,1,15/02/2019,Door to Door,0
44,Female,Other,Monthly,21/02/2019,1,25,0,1,1,15/02/2019,Door to Door,0
74,Male,Other,Monthly,21/02/2019,1,25,0,1,1,15/02/2019,Door to Door,1
29,Male,Construction,Monthly,1/03/2019,1,35,0,1,1,15/02/2019,Door to Door,1
26,Female,IT Professional,Monthly,21/02/2019,1,25,0,1,1,16/02/2019,Door to Door,0
24,Male,Other,Monthly,1/03/2019,1,35,0,1,1,16/02/2019,Street,0
44,Female,Sales Representative,Monthly,21/02/2019,1,30,0,1,1,16/02/2019,Door to Door,0
33,Male,Construction,Monthly,1/03/2019,1,35,0,1,1,16/02/2019,Street,0
69,Female,Other Labourers,Monthly,1/03/2019,1,40,0,1,1,16/02/2019,Mall,1
23,Male,Construction,Monthly,1/03/2019,1,25,0,1,1,16/02/2019,Mall,1
57,Male,Business coach,Monthly,20/03/2019,1,35,0,1,1,18/02/2019,Door to Door,0
43,Female,Legal Professional,Monthly,7/03/2019,1,30,0,1,1,18/02/2019,Door to Door,0
58,Male,Other,Monthly,1/03/2019,1,20,0,1,1,18/02/2019,Mall,0
35,Female,Other,Monthly,7/03/2019,1,38,0,1,1,18/02/2019,Door to Door,0
26,Male,Sports Worker,Monthly,7/03/2019,1,25,0,1,1,18/02/2019,Door to Door,0
51,Female,Manager,Monthly,7/03/2019,1,25,0,1,1,18/02/2019,Door to Door,0
26,Male,Engineer,Monthly,7/03/2019,1,25,0,1,1,18/02/2019,Door to Door,0
60,Female,Arts Professional,Monthly,7/03/2019,1,30,0,1,1,18/02/2019,Door to Door,0
34,Female,Management,Monthly,1/03/2019,1,39,0,1,1,18/02/2019,Mall,0
73,Male,Other,Monthly,7/03/2019,1,25,0,1,1,18/02/2019,Door to Door,0
79,Male,Other,Monthly,7/03/2019,1,25,0,1,1,18/02/2019,Door to Door,0
31,Male,Other,Monthly,7/03/2019,1,25,0,1,1,18/02/2019,Door to Door,0
45,Female,Other,Monthly,7/03/2019,1,25,0,1,1,18/02/2019,Door to Door,0
58,Female,Human Resource Professional,Monthly,7/03/2019,1,25,0,1,1,18/02/2019,Door to Door,0
45,Female,Hospitality Workers,Monthly,1/03/2019,1,40,0,1,1,18/02/2019,Mall,0
29,Male,Other,Monthly,1/03/2019,1,30,0,1,1,18/02/2019,Mall,1
37,Male,Construction,Monthly,1/03/2019,1,35,0,1,1,18/02/2019,Mall,1
27,Male,Hospitality / Chef,Monthly,1/03/2019,1,25,0,1,1,18/02/2019,Mall,1
37,Male,Accountant,Monthly,7/03/2019,1,38,0,1,1,18/02/2019,Door to Door,1
31,Male,Roofer,Monthly,1/04/2019,1,35,0,0,1,19/02/2019,Door to Door,0
21,Female,Other,Monthly,16/03/2019,1,30,0,1,1,19/02/2019,Street,0
23,Male,Retail,Monthly,1/04/2019,1,25,0,1,1,19/02/2019,Street,0
53,Female,Manager,Monthly,7/03/2019,1,25,0,1,1,19/02/2019,Door to Door,0
29,Male,Construction,Monthly,1/03/2019,1,25,0,1,1,19/02/2019,Mall,0
29,Male,Painter,Monthly,1/04/2019,1,30,0,1,1,19/02/2019,Door to Door,0
32,Female,Retail,Monthly,20/03/2019,1,30,0,0,1,19/02/2019,Door to Door,0
74,Female,Other,Monthly,7/03/2019,1,25,0,1,1,19/02/2019,Door to Door,0
62,Female,Health Professional,Monthly,7/03/2019,1,30,0,1,1,19/02/2019,Door to Door,0
29,Male,Engineer,Monthly,7/03/2019,1,25,0,1,1,19/02/2019,Door to Door,0
85,Female,Other,Monthly,7/03/2019,1,50,0,1,1,19/02/2019,Door to Door,0
58,Male,Other,Monthly,7/03/2019,1,38,0,1,1,19/02/2019,Door to Door,0
31,Male,Hospitality Workers,Monthly,1/03/2019,1,25,0,1,1,19/02/2019,Mall,0
41,Male,Other,Monthly,7/03/2019,1,25,0,0,1,19/02/2019,Door to Door,0
41,Male,Other,Monthly,7/03/2019,1,25,0,1,1,19/02/2019,Door to Door,0
40,Female,Storepersons,Monthly,15/03/2019,1,40,0,1,1,19/02/2019,Mall,0
26,Male,Training Policeman,Monthly,20/03/2019,1,30,0,1,1,19/02/2019,Door to Door,1
29,Female,Other,Monthly,1/03/2019,1,25,0,1,1,19/02/2019,Mall,1
51,Female,Other,Monthly,7/03/2019,1,25,0,1,1,19/02/2019,Door to Door,1
20,Female,Hospitality / Chef,Monthly,16/03/2019,1,25,0,1,1,20/02/2019,Street,0
20,Male,Agriculture,Monthly,16/03/2019,1,25,0,1,1,20/02/2019,Street,0
46,Male,Storeman,Monthly,1/03/2019,1,25,0,1,1,20/02/2019,Mall,0
40,Female,Other,Monthly,1/03/2019,0,30,0,1,1,20/02/2019,Mall,0
20,Female,Hospitality / Chef,Monthly,1/04/2019,1,30,0,1,1,20/02/2019,Street,0
39,Female,Other,Monthly,7/03/2019,1,25,0,1,1,20/02/2019,Door to Door,0
30,Female,Other,Monthly,7/03/2019,1,25,0,1,1,20/02/2019,Door to Door,0
28,Male,Other Labourers,Monthly,1/03/2019,1,25,0,1,1,20/02/2019,Mall,0
62,Female,Other,Monthly,7/03/2019,1,35,0,1,1,20/02/2019,Door to Door,0
36,Female,Legal Professional,Monthly,7/03/2019,1,38,0,1,1,20/02/2019,Door to Door,0
35,Female,Sales Representative,Monthly,7/03/2019,1,25,0,1,1,20/02/2019,Door to Door,0
28,Male,Hospitality Workers,Monthly,1/03/2019,1,25,0,1,1,20/02/2019,Mall,0
30,Male,Arts Professional,Monthly,7/03/2019,1,25,0,1,1,20/02/2019,Door to Door,0
36,Male,Engineer,Monthly,7/03/2019,1,30,0,1,1,20/02/2019,Door to Door,0
41,Male,IT Professional,Monthly,7/03/2019,1,38,0,1,1,20/02/2019,Door to Door,0
53,Male,IT Professional,Monthly,7/03/2019,1,100,0,1,1,20/02/2019,Door to Door,0
29,Female,Accountant,Monthly,7/03/2019,1,25,0,1,1,20/02/2019,Door to Door,0
33,Female,Health Professional,Monthly,7/03/2019,1,38,0,1,1,20/02/2019,Door to Door,0
66,Female,Health Professionals,Monthly,1/03/2019,1,40,0,1,1,20/02/2019,Mall,0
33,Male,Rope technician,Monthly,20/03/2019,1,30,0,1,1,20/02/2019,Door to Door,1
30,Male,Construction,Monthly,1/03/2019,1,35,0,1,1,20/02/2019,Mall,1
27,Female,Hospitality Workers,Monthly,1/03/2019,1,25,0,1,1,20/02/2019,Mall,1
25,Male,Storeman,Monthly,1/03/2019,1,25,0,1,1,20/02/2019,Mall,1
26,Male,Construction,Monthly,1/03/2019,1,30,0,1,1,20/02/2019,Mall,1
36,Female,Accountant,Monthly,4/04/2019,1,25,0,1,1,20/02/2019,Door to Door,1
42,Female,Receptionist,Monthly,7/03/2019,1,25,0,1,1,20/02/2019,Door to Door,1
26,Male,Other,Monthly,1/03/2019,0,35,0,1,1,20/02/2019,Mall,1
30,Male,Operations manager,Monthly,20/03/2019,1,35,0,1,1,21/02/2019,Door to Door,0
31,Female,Physiotherapist,Monthly,20/03/2019,1,30,1,1,1,21/02/2019,Door to Door,0
28,Male,Retail,Monthly,1/04/2019,1,35,0,1,1,21/02/2019,Door to Door,0
39,Male,IT & T,Monthly,1/04/2019,1,30,0,1,1,21/02/2019,Door to Door,0
31,Female,Arts Professional,Monthly,7/03/2019,1,25,0,1,1,21/02/2019,Door to Door,0
71,Male,Other,Monthly,1/03/2019,1,20,0,1,1,21/02/2019,Door to Door,0
23,Male, Occupation,Monthly,16/03/2019,1,30,0,1,1,21/02/2019,Street,0
32,Male,Other,Monthly,7/03/2019,1,25,0,1,1,21/02/2019,Door to Door,0
87,Male,Accountant,Monthly,7/03/2019,1,25,0,1,1,21/02/2019,Door to Door,0
34,Female,Other,Monthly,7/03/2019,1,50,0,1,1,21/02/2019,Door to Door,0
23,Male,Management,Monthly,1/03/2019,1,30,0,1,1,21/02/2019,Mall,0
74,Male,Volunteer,Monthly,1/04/2019,1,30,0,1,1,21/02/2019,Street,0
39,Male,Other,Monthly,7/03/2019,1,25,0,1,1,21/02/2019,Door to Door,0
71,Female,Health Professionals,Monthly,1/03/2019,1,25,0,1,1,21/02/2019,Mall,0
27,Female,Health Professional,Monthly,7/03/2019,1,25,0,1,1,21/02/2019,Door to Door,0
50,Female,Hospitality Workers,Monthly,1/03/2019,1,40,0,1,1,21/02/2019,Mall,0
69,Female,Other,Monthly,7/03/2019,1,25,0,1,1,21/02/2019,Door to Door,0
64,Female,Sales Support Workers,Monthly,1/03/2019,1,40,0,1,1,21/02/2019,Mall,0
42,Male,ICT Professionals,Monthly,1/03/2019,1,40,0,1,1,21/02/2019,Mall,1
60,Male,Other,Monthly,7/03/2019,1,25,0,1,1,21/02/2019,Door to Door,1
22,Male,Other,Monthly,1/04/2019,1,25,0,1,1,21/02/2019,Mall,1
27,Female,Management,Monthly,1/03/2019,0,25,0,1,1,21/02/2019,Mall,1
69,Female,Accountant,Monthly,7/03/2019,1,25,0,0,1,22/02/2019,Door to Door,0
28,Male,Other,Monthly,7/03/2019,1,25,0,1,1,22/02/2019,Door to Door,0
43,Female,Marketer,Monthly,20/03/2019,1,25,1,0,1,22/02/2019,Door to Door,0
34,Male,Health Professional,Monthly,7/03/2019,1,25,0,1,1,22/02/2019,Door to Door,0
27,Male,Construction,Monthly,1/03/2019,0,25,0,1,1,22/02/2019,Mall,0
23,Male,Management,Monthly,1/03/2019,1,39,0,1,1,22/02/2019,Mall,0
36,Male,IT & T,Monthly,1/03/2019,1,35,0,1,1,22/02/2019,Mall,0
20,Male,Construction,Monthly,16/03/2019,1,30,0,1,1,22/02/2019,Street,0
54,Male,Other,Monthly,7/03/2019,1,25,0,1,1,22/02/2019,Door to Door,0
50,Female,IT & T,Monthly,16/05/2019,1,30,0,1,1,22/02/2019,Door to Door,0
46,Female,Storepersons,Monthly,1/03/2019,1,20,0,1,1,22/02/2019,Mall,0
32,Female,Arts Professional,Monthly,7/03/2019,1,25,0,1,1,22/02/2019,Door to Door,0
57,Male,Accountant,Monthly,7/03/2019,1,30,0,1,1,22/02/2019,Street,0
